0.0,53.0,31.0,0.0,0.0,0.0,23.0,21.0,24.0,25.0,40.0,78.0,0.0,58.0,60.0,0.0,85.0,0.0,20.0,31.0,56.0,55.0,61.0,0.0,78.0,30.0,41.0,58.0,0.0,51.0,0.0,0.0,56.0,58.0,75.0,31.0,0.0,92.0,36.0,48.0,51.0,78.0,55.0,0.0,0.0,112.0,51.0,52.0,52.0,0.0,0.0,53.0,39.0,52.0,0.0,23.0,55.0,0.0,56.0,51.0,0.0,51.0,22.0,39.0,0.0,61.0,56.0,49.0,0.0,0.0,0.0,57.0,0.0,76.0,25.0,34.0,0.0,36.0,37.0,173.0,112.0,54.0,55.0,55.0,30.0,40.0
0.0,45.0,23.0,42.0,65.0,30.0,46.0,33.0,53.0,23.0,88.0,160.0,65.0,20.0,79.0,75.0,42.0,92.0,35.0,45.0,0.0,117.0,20.0,0.0,160.0,65.0,45.0,123.0,65.0,0.0,30.0,0.0,0.0,20.0,0.0,23.0,30.0,48.0,79.0,50.0,0.0,57.0,0.0,20.0,39.0,0.0,0.0,35.0,34.0,54.0,0.0,45.0,43.0,34.0,0.0,46.0,0.0,0.0,0.0,123.0,30.0,0.0,21.0,43.0,46.0,51.0,0.0,46.0,30.0,107.0,0.0,41.0,75.0,136.0,0.0,34.0,57.0,52.0,53.0,104.0,0.0,311.0,65.0,136.0,36.0,88.0
0.0,92.0,0.0,262.0,128.0,46.0,143.0,255.0,0.0,99.0,37.0,0.0,128.0,58.0,379.0,86.0,150.0,43.0,364.0,44.0,0.0,143.0,58.0,36.0,42.0,128.0,0.0,57.0,239.0,110.0,332.0,57.0,0.0,58.0,0.0,0.0,332.0,0.0,305.0,80.0,0.0,0.0,74.0,52.0,396.0,56.0,0.0,25.0,25.0,338.0,83.0,92.0,24.0,45.0,36.0,23.0,74.0,36.0,0.0,57.0,332.0,110.0,49.0,24.0,23.0,51.0,0.0,41.0,985.0,20.0,0.0,373.0,86.0,41.0,0.0,57.0,0.0,382.0,42.0,150.0,56.0,0.0,143.0,52.0,23.0,37.0
149.0,52.0,321.0,55.0,245.0,0.0,122.0,259.0,0.0,267.0,369.0,25.0,245.0,312.0,316.0,299.0,0.0,372.0,319.0,325.0,20.0,268.0,312.0,174.0,25.0,245.0,340.0,348.0,21.0,0.0,0.0,265.0,20.0,312.0,259.0,303.0,0.0,72.0,339.0,91.0,0.0,25.0,306.0,159.0,268.0,36.0,0.0,40.0,40.0,0.0,216.0,52.0,32.0,23.0,174.0,25.0,317.0,174.0,20.0,296.0,0.0,0.0,65.0,32.0,25.0,262.0,20.0,40.0,20.0,0.0,0.0,329.0,299.0,40.0,384.0,291.0,45.0,337.0,24.0,0.0,36.0,0.0,332.0,176.0,59.0,349.0
0.0,37.0,296.0,97.0,52.0,20.0,21.0,309.0,38.0,345.0,60.0,0.0,52.0,262.0,337.0,344.0,52.0,227.0,335.0,342.0,0.0,306.0,203.0,0.0,0.0,320.0,30.0,262.0,52.0,20.0,45.0,347.0,0.0,262.0,42.0,265.0,45.0,0.0,337.0,23.0,105.0,132.0,215.0,71.0,309.0,20.0,105.0,24.0,24.0,64.0,269.0,37.0,55.0,24.0,0.0,21.0,215.0,0.0,0.0,262.0,48.0,20.0,31.0,55.0,21.0,235.0,0.0,0.0,45.0,48.0,43.0,249.0,344.0,41.0,322.0,310.0,0.0,318.0,55.0,112.0,20.0,0.0,276.0,37.0,45.0,60.0
51.0,82.0,57.0,52.0,0.0,69.0,65.0,0.0,270.0,117.0,259.0,254.0,34.0,315.0,0.0,337.0,122.0,261.0,0.0,306.0,149.0,327.0,248.0,67.0,254.0,0.0,34.0,312.0,34.0,31.0,49.0,307.0,149.0,315.0,37.0,57.0,49.0,51.0,0.0,87.0,36.0,31.0,305.0,48.0,0.0,69.0,36.0,154.0,154.0,0.0,20.0,82.0,115.0,262.0,67.0,42.0,218.0,67.0,30.0,258.0,49.0,31.0,227.0,115.0,42.0,311.0,149.0,52.0,49.0,89.0,44.0,0.0,337.0,51.0,43.0,319.0,173.0,0.0,254.0,48.0,69.0,30.0,334.0,58.0,46.0,314.0
31.0,0.0,0.0,0.0,0.0,0.0,41.0,53.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,51.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,153.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,22.0,38.0,0.0,30.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,57.0,0.0,0.0,51.0,0.0,0.0,22.0,0.0,0.0,57.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,45.0,65.0,48.0,0.0,0.0,51.0,0.0,41.0,41.0,0.0
0.0,0.0,0.0,129.0,0.0,25.0,23.0,0.0,0.0,0.0,55.0,128.0,0.0,42.0,0.0,43.0,22.0,0.0,0.0,0.0,33.0,99.0,85.0,55.0,128.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,33.0,42.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,128.0,85.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,23.0,87.0,55.0,33.0,73.0,0.0,0.0,0.0,0.0,0.0,82.0,33.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,66.0,0.0,25.0,0.0,0.0,0.0,99.0,0.0,0.0,55.0
31.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,125.0,0.0,0.0,54.0,0.0,46.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,54.0,0.0,0.0,125.0,0.0,0.0,63.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,23.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
