date,timestamp,value
2017-09-07 00:03:39,1504713819,11
2017-09-07 00:03:40,1504713820,29
2017-09-07 00:04:41,1504713881,0
2017-09-07 00:05:17,1504713917,6
2017-09-07 00:05:18,1504713918,26
2017-09-07 00:05:19,1504713919,31
2017-09-07 00:05:23,1504713923,26
2017-09-07 00:05:24,1504713924,11
2017-09-07 00:10:37,1504714237,27
2017-09-07 00:11:36,1504714296,16
2017-09-07 00:11:37,1504714297,16
2017-09-07 00:11:38,1504714298,37
2017-09-07 00:11:39,1504714299,26
2017-09-07 00:11:43,1504714303,12
2017-09-07 00:14:48,1504714488,23
2017-09-07 00:14:49,1504714489,23
2017-09-07 00:14:53,1504714493,26
2017-09-07 00:14:54,1504714494,26
2017-09-07 00:18:26,1504714706,0
2017-09-07 00:32:10,1504715530,0
2017-09-07 00:45:55,1504716355,0
2017-09-07 00:59:39,1504717179,0
2017-09-07 01:13:23,1504718003,0
2017-09-07 01:27:08,1504718828,0
2017-09-07 01:40:52,1504719652,0
2017-09-07 01:42:21,1504719741,5
2017-09-07 01:42:22,1504719742,17
2017-09-07 01:42:23,1504719743,37
2017-09-07 01:42:26,1504719746,26
2017-09-07 01:42:36,1504719756,8
2017-09-07 01:54:37,1504720477,0
2017-09-07 02:08:21,1504721301,0
2017-09-07 02:22:06,1504722126,0
2017-09-07 02:28:16,1504722496,20
2017-09-07 02:28:17,1504722497,20
2017-09-07 02:28:18,1504722498,22
2017-09-07 02:28:19,1504722499,22
2017-09-07 02:33:39,1504722819,14
2017-09-07 02:33:40,1504722820,34
2017-09-07 02:33:43,1504722823,7
2017-09-07 02:35:50,1504722950,0
2017-09-07 02:49:35,1504723775,0
2017-09-07 03:03:19,1504724599,0
2017-09-07 03:17:04,1504725424,0
2017-09-07 03:30:48,1504726248,0
2017-09-07 03:44:33,1504727073,0
2017-09-07 03:58:17,1504727897,0
2017-09-07 04:12:02,1504728722,0
2017-09-07 04:25:46,1504729546,0
2017-09-07 04:39:31,1504730371,0
2017-09-07 04:53:15,1504731195,0
2017-09-07 05:07:00,1504732020,0
2017-09-07 05:20:44,1504732844,0
2017-09-07 05:34:29,1504733669,0
2017-09-07 05:48:13,1504734493,0
2017-09-07 06:01:58,1504735318,0
2017-09-07 06:15:42,1504736142,0
2017-09-07 06:29:27,1504736967,0
2017-09-07 06:30:07,1504737007,13
2017-09-07 06:43:11,1504737791,4
2017-09-07 06:56:56,1504738616,4
2017-09-07 07:04:38,1504739078,15
2017-09-07 07:04:39,1504739079,15
2017-09-07 07:04:56,1504739096,33
2017-09-07 07:04:57,1504739097,33
2017-09-07 07:10:40,1504739440,6
2017-09-07 07:13:30,1504739610,21
2017-09-07 07:13:31,1504739611,21
2017-09-07 07:13:32,1504739612,31
2017-09-07 07:13:33,1504739613,31
2017-09-07 07:13:43,1504739623,16
2017-09-07 07:17:31,1504739851,29
2017-09-07 07:17:32,1504739852,29
2017-09-07 07:17:34,1504739854,29
2017-09-07 07:21:49,1504740109,10
2017-09-07 07:24:25,1504740265,4
2017-09-07 07:31:24,1504740684,24
2017-09-07 07:31:25,1504740685,24
2017-09-07 07:31:26,1504740686,34
2017-09-07 07:31:27,1504740687,34
2017-09-07 07:31:34,1504740694,14
2017-09-07 07:32:15,1504740735,30
2017-09-07 07:32:16,1504740736,30
2017-09-07 07:32:17,1504740737,13
2017-09-07 07:33:47,1504740827,28
2017-09-07 07:33:48,1504740828,34
2017-09-07 07:33:49,1504740829,34
2017-09-07 07:34:44,1504740884,13
2017-09-07 07:34:45,1504740885,13
2017-09-07 07:34:46,1504740886,34
2017-09-07 07:34:47,1504740887,30
2017-09-07 07:34:48,1504740888,30
2017-09-07 07:34:58,1504740898,29
2017-09-07 07:34:59,1504740899,14
2017-09-07 07:36:07,1504740967,27
2017-09-07 07:36:09,1504740969,12
