,timestamp,value
2017-11-02 08:20:10,1509582010,17.0
2017-11-02 08:33:55,1509582835,20.0
2017-11-02 08:47:39,1509583659,9.0
2017-11-02 09:01:24,1509584484,9.0
2017-11-02 09:15:08,1509585308,8.0
2017-11-02 09:28:53,1509586133,8.0
2017-11-02 09:42:37,1509586957,8.0
2017-11-02 09:56:22,1509587782,8.0
2017-11-02 10:01:26,1509588086,8.0
2017-11-02 10:10:06,1509588606,7.0
2017-11-02 10:23:51,1509589431,8.0
2017-11-02 10:28:25,1509589705,7.0
2017-11-02 10:28:28,1509589708,7.0
2017-11-02 10:37:35,1509590255,12.0
2017-11-02 10:51:20,1509591080,8.0
2017-11-02 11:05:04,1509591904,8.0
2017-11-02 11:18:49,1509592729,8.0
2017-11-02 11:32:33,1509593553,7.0
2017-11-02 11:46:18,1509594378,7.0
2017-11-02 12:00:02,1509595202,7.0
2017-11-02 12:13:46,1509596026,6.0
2017-11-02 12:27:31,1509596851,6.0
2017-11-02 12:41:15,1509597675,6.0
2017-11-02 12:55:00,1509598500,6.0
2017-11-02 13:08:44,1509599324,6.0
2017-11-02 13:22:29,1509600149,6.0
2017-11-02 13:36:13,1509600973,6.0
2017-11-02 13:49:58,1509601798,6.0
2017-11-02 14:03:42,1509602622,6.0
2017-11-02 14:04:24,1509602664,7.0
2017-11-02 14:04:29,1509602669,6.0
2017-11-02 14:17:27,1509603447,16.0
2017-11-02 14:31:11,1509604271,8.0
2017-11-02 14:44:56,1509605096,8.0
2017-11-02 14:58:40,1509605920,8.0
2017-11-02 15:12:25,1509606745,8.0
2017-11-02 15:26:09,1509607569,10.0
2017-11-02 15:39:54,1509608394,17.0
2017-11-02 15:52:59,1509609179,9.0
2017-11-02 15:53:00,1509609180,9.0
2017-11-02 15:53:38,1509609218,9.0
2017-11-02 16:07:23,1509610043,10.0
2017-11-02 16:21:07,1509610867,8.0
2017-11-02 16:35:13,1509611713,9.0
2017-11-02 16:48:57,1509612537,9.0
2017-11-02 17:02:42,1509613362,8.0
2017-11-02 17:16:26,1509614186,9.0
2017-11-02 17:19:23,1509614363,8.0
2017-11-02 17:19:27,1509614367,8.0
2017-11-02 17:22:51,1509614571,8.0
2017-11-02 17:22:54,1509614574,8.0
2017-11-02 17:30:11,1509615011,7.0
2017-11-02 17:43:55,1509615835,7.0
2017-11-02 17:57:40,1509616660,7.0
2017-11-02 18:11:24,1509617484,7.0
2017-11-02 18:25:09,1509618309,6.0
2017-11-02 18:38:53,1509619133,6.0
2017-11-02 18:52:38,1509619958,6.0
2017-11-02 19:06:22,1509620782,7.0
2017-11-02 19:20:06,1509621606,6.0
2017-11-02 19:33:51,1509622431,6.0
2017-11-02 19:47:35,1509623255,6.0
2017-11-02 20:01:20,1509624080,6.0
2017-11-02 20:15:04,1509624904,6.0
2017-11-02 20:28:49,1509625729,6.0
2017-11-02 20:42:33,1509626553,6.0
2017-11-02 20:56:18,1509627378,6.0
2017-11-02 21:10:02,1509628202,6.0
2017-11-02 21:23:47,1509629027,6.0
2017-11-02 21:37:31,1509629851,6.0
2017-11-02 21:51:16,1509630676,6.0
2017-11-02 22:05:00,1509631500,7.0
2017-11-02 22:18:45,1509632325,6.0
2017-11-02 22:32:29,1509633149,6.0
2017-11-02 22:46:14,1509633974,6.0
2017-11-02 22:59:58,1509634798,6.0
2017-11-02 23:13:43,1509635623,6.0
2017-11-02 23:27:27,1509636447,6.0
2017-11-02 23:41:12,1509637272,6.0
2017-11-02 23:54:56,1509638096,6.0
2017-11-03 00:08:41,1509638921,6.0
2017-11-03 00:22:25,1509639745,6.0
2017-11-03 00:36:10,1509640570,6.0
2017-11-03 00:49:54,1509641394,6.0
2017-11-03 01:03:39,1509642219,6.0
2017-11-03 01:17:23,1509643043,6.0
2017-11-03 01:31:07,1509643867,6.0
2017-11-03 01:44:52,1509644692,6.0
2017-11-03 01:58:36,1509645516,6.0
2017-11-03 02:12:21,1509646341,6.0
2017-11-03 02:26:06,1509647166,6.0
2017-11-03 07:15:42,1509664542,6.0
2017-11-03 07:29:26,1509665366,6.0
2017-11-03 07:43:11,1509666191,6.0
2017-11-03 07:56:55,1509667015,6.0
2017-11-03 08:10:40,1509667840,6.0
2017-11-03 08:24:24,1509668664,10.0
2017-11-03 08:38:09,1509669489,8.0
2017-11-03 08:40:26,1509669626,8.0
2017-11-03 08:40:28,1509669628,8.0
2017-11-03 08:51:53,1509670313,9.0
2017-11-03 09:05:37,1509671137,9.0
2017-11-03 09:19:22,1509671962,9.0
2017-11-03 09:33:06,1509672786,9.0
2017-11-03 09:46:51,1509673611,9.0
2017-11-03 10:00:36,1509674436,10.0
2017-11-03 10:10:59,1509675059,9.0
2017-11-03 10:14:20,1509675260,13.0
2017-11-03 10:28:04,1509676084,9.0
2017-11-03 10:41:49,1509676909,9.0
2017-11-03 10:55:33,1509677733,9.0
2017-11-03 11:09:18,1509678558,9.0
2017-11-03 11:23:02,1509679382,8.0
2017-11-03 11:36:47,1509680207,7.0
2017-11-03 11:50:31,1509681031,8.0
2017-11-03 12:04:16,1509681856,7.0
2017-11-03 12:18:00,1509682680,7.0
2017-11-03 12:31:45,1509683505,6.0
2017-11-03 12:45:29,1509684329,6.0
2017-11-03 12:59:14,1509685154,6.0
2017-11-03 13:12:58,1509685978,7.0
2017-11-03 13:26:43,1509686803,7.0
2017-11-03 13:28:12,1509686892,7.0
2017-11-03 13:40:27,1509687627,7.0
2017-11-03 13:54:12,1509688452,7.0
2017-11-03 14:06:03,1509689163,7.0
2017-11-03 14:06:06,1509689166,7.0
2017-11-03 14:07:56,1509689276,7.0
2017-11-03 14:08:00,1509689280,7.0
2017-11-03 14:08:05,1509689285,8.0
2017-11-03 14:21:41,1509690101,10.0
2017-11-03 14:35:25,1509690925,8.0
2017-11-03 14:47:27,1509691647,8.0
2017-11-03 14:49:10,1509691750,8.0
2017-11-03 15:02:54,1509692574,8.0
2017-11-03 15:16:38,1509693398,8.0
2017-11-03 15:30:23,1509694223,8.0
2017-11-03 15:44:07,1509695047,8.0
2017-11-03 15:57:52,1509695872,8.0
2017-11-03 16:11:36,1509696696,8.0
2017-11-03 16:25:21,1509697521,8.0
2017-11-03 16:39:05,1509698345,9.0
2017-11-03 16:52:50,1509699170,8.0
2017-11-03 17:06:34,1509699994,7.0
2017-11-03 17:20:19,1509700819,9.0
2017-11-03 17:34:03,1509701643,6.0
2017-11-03 17:47:48,1509702468,9.0
2017-11-03 18:01:32,1509703292,5.0
2017-11-03 18:15:17,1509704117,5.0
2017-11-03 18:29:01,1509704941,5.0
2017-11-03 18:42:46,1509705766,5.0
2017-11-03 18:56:30,1509706590,5.0
2017-11-03 19:10:15,1509707415,5.0
2017-11-03 19:23:59,1509708239,5.0
2017-11-03 19:37:44,1509709064,5.0
2017-11-03 19:51:28,1509709888,5.0
2017-11-03 20:05:13,1509710713,5.0
2017-11-03 20:18:57,1509711537,5.0
2017-11-03 20:32:42,1509712362,8.0
2017-11-03 20:46:26,1509713186,5.0
2017-11-03 21:00:11,1509714011,5.0
2017-11-03 21:13:55,1509714835,5.0
2017-11-03 21:27:39,1509715659,5.0
2017-11-03 21:41:24,1509716484,8.0
2017-11-03 21:55:08,1509717308,5.0
2017-11-03 22:08:53,1509718133,5.0
2017-11-03 22:22:37,1509718957,5.0
2017-11-03 22:36:22,1509719782,5.0
2017-11-03 22:50:06,1509720606,8.0
2017-11-03 23:03:51,1509721431,5.0
2017-11-03 23:17:35,1509722255,5.0
2017-11-03 23:31:20,1509723080,5.0
2017-11-03 23:45:04,1509723904,5.0
2017-11-03 23:58:49,1509724729,5.0
2017-11-04 00:12:33,1509725553,5.0
2017-11-04 00:26:18,1509726378,5.0
2017-11-04 00:40:02,1509727202,5.0
2017-11-04 00:53:47,1509728027,4.0
2017-11-04 01:07:31,1509728851,4.0
2017-11-04 01:21:16,1509729676,4.0
2017-11-04 01:35:00,1509730500,5.0
2017-11-04 01:48:45,1509731325,5.0
2017-11-04 02:02:29,1509732149,5.0
2017-11-04 02:16:14,1509732974,4.0
2017-11-04 02:29:58,1509733798,5.0
2017-11-04 02:43:43,1509734623,8.0
2017-11-04 02:57:27,1509735447,4.0
2017-11-04 03:25:04,1509737104,4.0
2017-11-04 03:38:48,1509737928,4.0
2017-11-04 03:52:33,1509738753,4.0
2017-11-04 04:06:17,1509739577,4.0
2017-11-04 04:20:02,1509740402,4.0
2017-11-04 04:33:46,1509741226,4.0
2017-11-04 04:47:31,1509742051,5.0
2017-11-04 05:01:15,1509742875,4.0
2017-11-04 05:15:00,1509743700,5.0
2017-11-04 05:28:44,1509744524,4.0
2017-11-04 05:42:28,1509745348,4.0
2017-11-04 05:56:13,1509746173,4.0
2017-11-04 06:09:57,1509746997,5.0
2017-11-04 06:23:42,1509747822,5.0
2017-11-04 06:37:26,1509748646,5.0
2017-11-04 06:51:11,1509749471,5.0
2017-11-04 07:04:55,1509750295,5.0
2017-11-04 07:18:40,1509751120,5.0
2017-11-04 07:32:24,1509751944,5.0
2017-11-04 07:46:09,1509752769,5.0
2017-11-04 07:59:53,1509753593,5.0
2017-11-04 08:13:38,1509754418,6.0
2017-11-04 08:27:22,1509755242,5.0
2017-11-04 08:41:07,1509756067,5.0
2017-11-04 08:54:51,1509756891,5.0
2017-11-04 09:08:36,1509757716,5.0
2017-11-04 09:22:20,1509758540,5.0
2017-11-04 09:36:05,1509759365,5.0
2017-11-04 09:49:49,1509760189,5.0
2017-11-04 10:03:34,1509761014,5.0
2017-11-04 10:17:18,1509761838,5.0
2017-11-04 10:31:03,1509762663,5.0
2017-11-04 10:44:47,1509763487,5.0
2017-11-04 10:58:32,1509764312,5.0
2017-11-04 11:12:16,1509765136,4.0
2017-11-04 11:26:01,1509765961,5.0
2017-11-04 11:39:45,1509766785,4.0
2017-11-04 11:53:29,1509767609,4.0
2017-11-04 12:07:14,1509768434,5.0
2017-11-04 12:20:58,1509769258,5.0
2017-11-04 12:31:26,1509769886,5.0
2017-11-04 12:34:43,1509770083,5.0
2017-11-04 12:48:28,1509770908,5.0
2017-11-04 13:02:12,1509771732,5.0
2017-11-04 13:15:56,1509772556,5.0
2017-11-04 13:29:41,1509773381,5.0
2017-11-04 13:43:25,1509774205,5.0
2017-11-04 13:57:10,1509775030,5.0
2017-11-04 14:10:54,1509775854,5.0
2017-11-04 14:24:39,1509776679,5.0
2017-11-04 14:38:23,1509777503,5.0
2017-11-04 14:52:08,1509778328,5.0
2017-11-04 15:05:52,1509779152,5.0
2017-11-04 15:19:37,1509779977,5.0
2017-11-04 15:33:21,1509780801,5.0
2017-11-04 15:47:06,1509781626,5.0
2017-11-04 16:00:50,1509782450,5.0
2017-11-04 16:14:35,1509783275,5.0
2017-11-04 16:28:19,1509784099,5.0
2017-11-04 16:42:04,1509784924,5.0
2017-11-04 16:55:48,1509785748,4.0
2017-11-04 17:09:33,1509786573,5.0
2017-11-04 17:23:17,1509787397,5.0
2017-11-04 17:37:02,1509788222,5.0
2017-11-04 17:50:46,1509789046,5.0
2017-11-04 18:04:30,1509789870,5.0
2017-11-04 18:18:15,1509790695,5.0
2017-11-04 18:31:59,1509791519,5.0
2017-11-04 18:45:44,1509792344,5.0
2017-11-04 18:59:28,1509793168,5.0
2017-11-04 19:13:13,1509793993,4.0
2017-11-04 19:26:57,1509794817,5.0
2017-11-04 19:40:42,1509795642,4.0
2017-11-04 19:54:26,1509796466,4.0
2017-11-04 20:08:11,1509797291,5.0
2017-11-04 20:21:55,1509798115,4.0
2017-11-04 20:35:40,1509798940,4.0
2017-11-04 20:49:24,1509799764,5.0
2017-11-04 21:03:09,1509800589,4.0
2017-11-04 21:16:53,1509801413,4.0
2017-11-04 21:30:38,1509802238,5.0
2017-11-04 21:44:22,1509803062,4.0
2017-11-04 21:58:07,1509803887,4.0
2017-11-04 22:11:51,1509804711,5.0
2017-11-04 22:25:36,1509805536,5.0
2017-11-04 22:39:20,1509806360,5.0
2017-11-04 22:53:05,1509807185,5.0
2017-11-04 23:06:49,1509808009,5.0
2017-11-04 23:20:34,1509808834,5.0
2017-11-04 23:34:18,1509809658,5.0
2017-11-04 23:48:03,1509810483,4.0
2017-11-05 00:01:47,1509811307,4.0
2017-11-05 00:15:31,1509812131,4.0
2017-11-05 00:29:16,1509812956,4.0
2017-11-05 00:43:00,1509813780,4.0
2017-11-05 00:56:45,1509814605,4.0
2017-11-05 01:10:29,1509815429,4.0
2017-11-05 01:24:14,1509816254,4.0
2017-11-05 01:37:58,1509817078,4.0
2017-11-05 01:51:43,1509817903,4.0
2017-11-05 02:05:27,1509818727,4.0
2017-11-05 02:19:12,1509819552,4.0
2017-11-05 02:32:56,1509820376,4.0
2017-11-05 02:46:41,1509821201,4.0
2017-11-05 03:00:25,1509822025,4.0
2017-11-05 03:15:10,1509822910,4.0
2017-11-05 03:28:54,1509823734,4.0
2017-11-05 03:42:39,1509824559,4.0
2017-11-05 03:56:23,1509825383,4.0
2017-11-05 04:10:07,1509826207,4.0
2017-11-05 04:23:52,1509827032,4.0
2017-11-05 04:37:36,1509827856,4.0
2017-11-05 04:51:21,1509828681,4.0
2017-11-05 05:05:05,1509829505,4.0
2017-11-05 05:18:50,1509830330,4.0
2017-11-05 05:32:34,1509831154,4.0
2017-11-05 05:46:19,1509831979,5.0
2017-11-05 06:00:03,1509832803,4.0
2017-11-05 06:13:48,1509833628,5.0
2017-11-05 06:27:32,1509834452,4.0
2017-11-05 06:41:17,1509835277,5.0
2017-11-05 06:55:01,1509836101,4.0
2017-11-05 07:08:46,1509836926,4.0
2017-11-05 07:22:30,1509837750,4.0
2017-11-05 07:36:15,1509838575,4.0
2017-11-05 07:49:59,1509839399,5.0
2017-11-05 08:03:44,1509840224,5.0
2017-11-05 08:17:28,1509841048,5.0
2017-11-05 08:31:13,1509841873,5.0
2017-11-05 08:44:57,1509842697,5.0
2017-11-05 08:58:42,1509843522,5.0
2017-11-05 09:12:26,1509844346,5.0
2017-11-05 09:26:11,1509845171,5.0
2017-11-05 09:39:55,1509845995,5.0
2017-11-05 09:53:40,1509846820,5.0
2017-11-05 10:07:24,1509847644,5.0
2017-11-05 10:21:09,1509848469,5.0
2017-11-05 10:34:53,1509849293,5.0
2017-11-05 10:48:37,1509850117,4.0
2017-11-05 11:02:22,1509850942,4.0
2017-11-05 11:16:06,1509851766,4.0
2017-11-05 11:29:51,1509852591,5.0
2017-11-05 11:43:35,1509853415,4.0
2017-11-05 11:57:20,1509854240,4.0
2017-11-05 12:11:04,1509855064,5.0
2017-11-05 12:15:00,1509855300,4.0
2017-11-05 12:24:49,1509855889,5.0
2017-11-05 12:37:32,1509856652,5.0
2017-11-05 12:37:35,1509856655,5.0
2017-11-05 12:38:33,1509856713,4.0
2017-11-05 12:52:18,1509857538,4.0
2017-11-05 13:06:02,1509858362,4.0
2017-11-05 13:19:47,1509859187,4.0
2017-11-05 13:33:31,1509860011,4.0
2017-11-05 13:47:16,1509860836,5.0
2017-11-05 14:01:00,1509861660,5.0
2017-11-05 14:14:45,1509862485,5.0
2017-11-05 14:28:29,1509863309,5.0
2017-11-05 14:42:14,1509864134,5.0
2017-11-05 14:55:58,1509864958,5.0
2017-11-05 15:09:43,1509865783,5.0
2017-11-05 15:23:27,1509866607,5.0
2017-11-05 15:37:12,1509867432,5.0
2017-11-05 15:50:56,1509868256,5.0
2017-11-05 16:04:41,1509869081,5.0
2017-11-05 16:18:25,1509869905,5.0
2017-11-05 16:32:10,1509870730,5.0
2017-11-05 16:45:54,1509871554,5.0
2017-11-05 16:59:38,1509872378,5.0
2017-11-05 17:13:23,1509873203,5.0
2017-11-05 17:27:07,1509874027,5.0
2017-11-05 17:40:52,1509874852,5.0
2017-11-05 17:54:36,1509875676,5.0
2017-11-05 18:08:21,1509876501,5.0
2017-11-05 18:22:05,1509877325,5.0
2017-11-05 18:35:50,1509878150,5.0
2017-11-05 18:49:34,1509878974,5.0
2017-11-05 19:03:19,1509879799,5.0
2017-11-05 19:17:03,1509880623,5.0
2017-11-05 19:30:48,1509881448,5.0
2017-11-05 19:44:32,1509882272,5.0
2017-11-05 19:58:17,1509883097,5.0
2017-11-05 20:12:01,1509883921,5.0
2017-11-05 20:25:46,1509884746,5.0
2017-11-05 20:39:30,1509885570,5.0
2017-11-05 20:53:15,1509886395,5.0
2017-11-05 21:06:59,1509887219,5.0
2017-11-05 21:20:44,1509888044,5.0
2017-11-05 21:34:28,1509888868,5.0
2017-11-05 21:48:13,1509889693,5.0
2017-11-05 22:01:57,1509890517,5.0
2017-11-05 22:15:42,1509891342,5.0
2017-11-05 22:24:39,1509891879,5.0
2017-11-05 22:24:41,1509891881,5.0
2017-11-05 22:29:26,1509892166,5.0
2017-11-05 22:43:11,1509892991,5.0
2017-11-05 22:56:55,1509893815,5.0
2017-11-05 23:10:39,1509894639,5.0
2017-11-05 23:24:24,1509895464,5.0
2017-11-05 23:38:08,1509896288,5.0
2017-11-06 02:09:18,1509905358,4.0
2017-11-06 02:23:02,1509906182,4.0
2017-11-06 02:36:47,1509907007,4.0
2017-11-06 02:50:31,1509907831,4.0
2017-11-06 03:04:16,1509908656,4.0
2017-11-06 03:18:00,1509909480,4.0
2017-11-06 03:31:45,1509910305,4.0
2017-11-06 03:45:29,1509911129,4.0
2017-11-06 03:59:14,1509911954,4.0
2017-11-06 04:12:58,1509912778,4.0
2017-11-06 04:26:43,1509913603,4.0
2017-11-06 04:40:27,1509914427,4.0
2017-11-06 04:54:12,1509915252,4.0
2017-11-06 05:07:56,1509916076,4.0
2017-11-06 05:21:40,1509916900,4.0
2017-11-06 05:35:25,1509917725,4.0
2017-11-06 05:49:09,1509918549,4.0
2017-11-06 06:02:54,1509919374,4.0
2017-11-06 06:16:38,1509920198,4.0
2017-11-06 06:30:23,1509921023,5.0
2017-11-06 06:44:07,1509921847,5.0
2017-11-06 06:57:52,1509922672,5.0
2017-11-06 07:11:36,1509923496,5.0
2017-11-06 07:12:10,1509923530,5.0
2017-11-06 07:12:14,1509923534,5.0
2017-11-06 07:25:21,1509924321,6.0
2017-11-06 07:39:05,1509925145,5.0
2017-11-06 07:52:50,1509925970,6.0
2017-11-06 08:06:34,1509926794,5.0
2017-11-06 08:20:19,1509927619,6.0
2017-11-06 08:22:39,1509927759,15.0
2017-11-06 08:22:42,1509927762,15.0
2017-11-06 08:34:03,1509928443,7.0
2017-11-06 08:44:07,1509929047,12.0
2017-11-06 08:44:10,1509929050,12.0
2017-11-06 08:47:48,1509929268,8.0
2017-11-06 09:01:32,1509930092,8.0
2017-11-06 09:15:17,1509930917,9.0
2017-11-06 09:29:01,1509931741,11.0
2017-11-06 09:33:45,1509932025,8.0
2017-11-06 09:33:48,1509932028,8.0
2017-11-06 09:42:46,1509932566,8.0
2017-11-06 09:56:30,1509933390,8.0
2017-11-06 10:10:15,1509934215,8.0
2017-11-06 10:23:59,1509935039,8.0
2017-11-06 10:37:44,1509935864,7.0
2017-11-06 10:51:28,1509936688,7.0
2017-11-06 11:05:13,1509937513,7.0
2017-11-06 11:18:57,1509938337,7.0
2017-11-06 11:32:42,1509939162,7.0
2017-11-06 11:46:26,1509939986,7.0
2017-11-06 12:00:10,1509940810,7.0
2017-11-06 12:13:55,1509941635,6.0
2017-11-06 12:27:39,1509942459,7.0
2017-11-06 12:41:24,1509943284,6.0
2017-11-06 12:55:08,1509944108,6.0
2017-11-06 13:08:53,1509944933,6.0
2017-11-06 13:22:37,1509945757,6.0
2017-11-06 13:36:22,1509946582,6.0
2017-11-06 13:50:06,1509947406,6.0
2017-11-06 14:03:51,1509948231,8.0
2017-11-06 14:04:36,1509948276,7.0
2017-11-06 14:04:39,1509948279,7.0
2017-11-06 14:08:24,1509948504,10.0
2017-11-06 14:08:27,1509948507,10.0
2017-11-06 14:17:35,1509949055,7.0
2017-11-06 14:28:49,1509949729,7.0
2017-11-06 14:28:52,1509949732,7.0
2017-11-06 14:31:20,1509949880,8.0
2017-11-06 14:45:04,1509950704,8.0
2017-11-06 14:58:49,1509951529,9.0
2017-11-06 15:12:33,1509952353,8.0
2017-11-06 15:26:18,1509953178,8.0
2017-11-06 15:40:02,1509954002,7.0
2017-11-06 15:53:47,1509954827,7.0
2017-11-06 16:07:31,1509955651,7.0
2017-11-06 16:21:16,1509956476,7.0
2017-11-06 16:35:00,1509957300,7.0
2017-11-06 16:48:45,1509958125,7.0
2017-11-06 17:02:29,1509958949,6.0
2017-11-06 17:16:14,1509959774,13.0
